table_name,ordinal_position,column_name,data_type,is_nullable,column_default
npc_trainer,4,req_skill,integer,NO,0
npc_trainer,5,req_skill_value,smallint,NO,0
npc_trainer,6,req_level,smallint,NO,0
npc_vendor,1,entry,integer,NO,
npc_vendor,2,item_id,integer,NO,
npc_vendor,3,maxcount,integer,NO,0
npc_vendor,4,incrtime,integer,NO,0
npc_vendor,5,extendedcost,integer,NO,0
objectdifficulty,1,id,bigint,NO,nextval('objectdifficulty_id_seq'::regclass)
objectdifficulty,2,normal_10,integer,YES,
objectdifficulty,3,normal_25,integer,YES,
objectdifficulty,4,heroic_10,integer,YES,
objectdifficulty,5,heroic_25,integer,YES,
objectdifficulty,6,map_type,smallint,NO,0
pet,1,id,integer,NO,
pet,2,category,integer,NO,0
pet,3,cu_flags,integer,NO,0
pet,4,min_level,smallint,NO,1
pet,5,max_level,smallint,NO,1
pet,6,food_mask,integer,NO,0
pet,7,type,smallint,NO,0
pet,8,exotic,boolean,NO,false
pet,9,expansion,smallint,NO,0
pet,10,icon_id,integer,YES,
pet,11,skill_line_id,integer,YES,
pet,12,spell_ids,ARRAY,NO,'{}'::integer[]
pet,13,armor,integer,NO,0
pet,14,damage,integer,NO,0
pet,15,health,integer,NO,0
pet,16,name,text,YES,
pet,17,name_loc,jsonb,NO,'{}'::jsonb
pickpocket_loot,1,entry,integer,NO,
pickpocket_loot,2,item_id,integer,NO,
pickpocket_loot,3,chance,numeric,NO,100
pickpocket_loot,4,mincount,smallint,NO,1
pickpocket_loot,5,maxcount,smallint,NO,1
pickpocket_loot,6,groupid,smallint,NO,0
quest,1,id,integer,NO,
quest,2,quest_type,USER-DEFINED,NO,'normal'::quest_type
quest,3,level,smallint,NO,1
quest,4,min_level,smallint,NO,0
quest,5,max_level,smallint,NO,0
quest,6,quest_sort_id,smallint,NO,0
quest,7,quest_info_id,smallint,NO,0
quest,8,suggested_players,smallint,NO,0
quest,9,time_limit_secs,integer,NO,0
quest,10,event_id,integer,YES,
quest,11,prev_quest_id,integer,YES,
quest,12,next_quest_id,integer,YES,
quest,13,breadcrumb_for_quest_id,integer,YES,
quest,14,exclusive_group,integer,NO,0
quest,15,next_quest_id_chain,integer,YES,
quest,16,flags,integer,NO,0
quest,17,special_flags,smallint,NO,0
quest,18,cu_flags,integer,NO,0
quest,19,req_class_mask,integer,NO,0
quest,20,req_race_mask,integer,NO,0
quest,21,req_skill_id,integer,YES,
quest,22,req_skill_points,smallint,NO,0
quest,23,req_min_rep,jsonb,NO,'{}'::jsonb
quest,24,req_max_rep,jsonb,NO,'{}'::jsonb
quest,25,req_player_kills,smallint,NO,0
quest,26,source_item_id,integer,YES,
quest,27,source_item_count,smallint,NO,0
quest,28,source_spell_id,integer,YES,
quest,29,reward_xp,integer,NO,0
quest,30,reward_money,integer,NO,0
quest,31,reward_money_max_level,integer,NO,0
quest,32,reward_spell_id,integer,YES,
quest,33,reward_spell_cast_id,integer,YES,
quest,34,reward_honor,integer,NO,0
quest,35,reward_arena_points,smallint,NO,0
quest,36,reward_title_id,integer,YES,
quest,37,reward_talents,smallint,NO,0
quest,38,reward_mail_template_id,integer,YES,
quest,39,reward_mail_delay_secs,integer,YES,
quest,40,reward_items,jsonb,NO,'[]'::jsonb
quest,41,reward_choice_items,jsonb,NO,'[]'::jsonb
quest,42,reward_factions,jsonb,NO,'[]'::jsonb
quest,43,req_npc_or_go,jsonb,NO,'[]'::jsonb
quest,44,req_source_items,jsonb,NO,'[]'::jsonb
quest,45,req_items,jsonb,NO,'[]'::jsonb
quest,46,name,text,YES,
quest,47,name_loc,jsonb,NO,'{}'::jsonb
quest,48,objectives,text,YES,
quest,49,objectives_loc,jsonb,NO,'{}'::jsonb
quest,50,details,text,YES,
quest,51,details_loc,jsonb,NO,'{}'::jsonb
quest,52,end_text,text,YES,
quest,53,end_loc,jsonb,NO,'{}'::jsonb
quest,54,offer_reward,text,YES,
quest,55,offer_reward_loc,jsonb,NO,'{}'::jsonb
quest,56,request_items,text,YES,
quest,57,request_items_loc,jsonb,NO,'{}'::jsonb
quest,58,completed_text,text,YES,
quest,59,completed_loc,jsonb,NO,'{}'::jsonb
quest,60,objective_texts,jsonb,NO,'[]'::jsonb
quest,61,name_norm,text,YES,
quest,62,reward_xp_difficulty,smallint,NO,0
quest,63,poi_map_id,integer,YES,
quest,64,poi_x,real,YES,
quest,65,poi_y,real,YES,
quest,66,poi_priority,smallint,NO,0
quest,67,xp_per_level,double precision,YES,
quest_objective_hotspot,1,quest_id,integer,NO,
quest_objective_hotspot,2,objective_idx,smallint,NO,
quest_objective_hotspot,3,target_kind,smallint,NO,
quest_objective_hotspot,4,target_id,integer,NO,
quest_objective_hotspot,5,target_name,text,YES,
quest_objective_hotspot,6,area_id,integer,NO,
quest_objective_hotspot,7,map_id,integer,YES,
quest_objective_hotspot,8,cx_pct,real,YES,
quest_objective_hotspot,9,cy_pct,real,YES,
quest_objective_hotspot,10,spawn_count,integer,NO,
quest_objective_hotspot,11,radius_pct,real,YES,
quest_search,1,quest_id,integer,NO,
quest_search,2,locale,smallint,NO,
quest_search,3,n_name,text,YES,
quest_search,4,n_objectives,text,YES,
quest_search,5,n_details,text,YES,
quest_startend,1,type,smallint,NO,
quest_startend,2,type_id,integer,NO,
quest_startend,3,quest_id,integer,NO,
quest_startend,4,method,smallint,NO,
quest_startend,5,event_id,integer,YES,
quest_xp,1,level,smallint,NO,
quest_xp,2,difficulty,smallint,NO,
quest_xp,3,xp,integer,NO,
quickfact,1,type,smallint,NO,
quickfact,2,type_id,integer,NO,
quickfact,3,order_idx,smallint,NO,
quickfact,4,position,USER-DEFINED,NO,'append'::quickfact_position
quickfact,5,body,text,NO,
race,1,id,smallint,NO,
race,2,class_mask,integer,NO,0
race,3,flags,integer,NO,0
race,4,faction_id,integer,YES,
race,5,start_area_id,integer,YES,
race,6,leader_npc_id,integer,YES,
race,7,base_language,smallint,YES,
race,8,side,USER-DEFINED,NO,'neutral'::faction_side
race,9,file_string,text,YES,
race,10,name,text,YES,
race,11,name_loc,jsonb,NO,'{}'::jsonb
race,12,expansion,smallint,NO,0
random_property_pool,1,id,integer,NO,
random_property_pool,2,internal_name,text,YES,
random_property_pool,3,name,text,YES,
random_property_pool,4,name_loc,jsonb,NO,'{}'::jsonb
random_property_pool,5,enchant_ids,ARRAY,NO,'{}'::integer[]
random_property_pool,6,allocation_pct,ARRAY,NO,'{}'::smallint[]
random_suffix_pool,1,id,integer,NO,
random_suffix_pool,2,internal_name,text,YES,
random_suffix_pool,3,name,text,YES,
random_suffix_pool,4,name_loc,jsonb,NO,'{}'::jsonb
random_suffix_pool,5,enchant_ids,ARRAY,NO,'{}'::integer[]
random_suffix_pool,6,allocation_pct,ARRAY,NO,'{}'::smallint[]
random_suffix_pool,7,item_level_min,smallint,YES,
random_suffix_pool,8,item_level_max,smallint,YES,
realm,1,id,smallint,NO,
realm,2,slug,USER-DEFINED,NO,
realm,3,display_name,text,NO,
realm,4,region,text,YES,
realm,5,is_active,boolean,NO,true
realm,6,notes,text,YES,
reference_loot,1,entry,integer,NO,
reference_loot,2,item_id,integer,NO,
reference_loot,3,chance,numeric,NO,100
reference_loot,4,mincount,smallint,NO,1
reference_loot,5,maxcount,smallint,NO,1
reference_loot,6,groupid,smallint,NO,0
shapeshiftform,1,id,integer,NO,
shapeshiftform,2,bonus_action_bar,smallint,NO,0
shapeshiftform,3,flags,integer,NO,0
shapeshiftform,4,creature_type,smallint,NO,0
shapeshiftform,5,attack_icon_id,integer,YES,
shapeshiftform,6,name,text,YES,
shapeshiftform,7,name_loc,jsonb,NO,'{}'::jsonb
skill_line_ability,1,id,integer,NO,
skill_line_ability,2,skill_line_id,integer,NO,
skill_line_ability,3,spell_id,integer,NO,
skill_line_ability,4,race_mask,integer,NO,0
skill_line_ability,5,class_mask,integer,NO,0
skill_line_ability,6,exclude_race,integer,NO,0
skill_line_ability,7,exclude_class,integer,NO,0
skill_line_ability,8,min_skill_rank,smallint,NO,0
skill_line_ability,9,superceded_by_spell,integer,YES,
skill_line_ability,10,acquire_method,smallint,NO,0
skillline,1,id,integer,NO,
skillline,2,type_cat,smallint,NO,0
skillline,3,category_id,smallint,NO,0
skillline,4,profession_mask,smallint,NO,0
skillline,5,icon_id,integer,YES,
skillline,6,recipe_subclass,smallint,YES,
skillline,7,specializations,ARRAY,NO,'{}'::integer[]
skillline,8,name,text,YES,
skillline,9,name_loc,jsonb,NO,'{}'::jsonb
skillline,10,description,text,YES,
skillline,11,description_loc,jsonb,NO,'{}'::jsonb
skinning_loot,1,entry,integer,NO,
skinning_loot,2,item_id,integer,NO,
skinning_loot,3,chance,numeric,NO,100
skinning_loot,4,mincount,smallint,NO,1
skinning_loot,5,maxcount,smallint,NO,1
skinning_loot,6,groupid,smallint,NO,0
sound,1,id,integer,NO,
sound,2,cat,smallint,NO,0
sound,3,name,text,NO,
sound,4,flags,integer,NO,0
sound,5,files,ARRAY,NO,'{}'::text[]
sound_file,1,id,integer,NO,
sound_file,2,file,text,NO,
sound_file,3,path,text,NO,
sound_file,4,format,USER-DEFINED,NO,
source,1,type,smallint,NO,
source,2,type_id,integer,NO,
source,3,more_type,smallint,YES,
source,4,more_type_id,integer,YES,
source,5,more_zone_id,integer,YES,
source,6,more_mask,integer,YES,
source,7,sources,ARRAY,NO,'{}'::source_kind[]
spawn,1,guid,bigint,NO,
spawn,2,type,smallint,NO,
spawn,3,type_id,integer,NO,
spawn,4,respawn_secs,integer,NO,0
spawn,5,spawn_mask,smallint,NO,0
spawn,6,phase_mask,integer,NO,0
spawn,7,area_id,integer,YES,
spawn,8,floor,smallint,NO,0
spawn,9,pos_x,real,NO,
spawn,10,pos_y,real,NO,
spawn,11,pos_z,real,YES,
spawn,12,path_id,integer,NO,0
spawn,13,script_name,text,YES,
spawn,14,string_id,text,YES,
spawn_override,1,type,smallint,NO,
spawn_override,2,type_guid,bigint,NO,
spawn_override,3,area_id,integer,YES,
spawn_override,4,floor,smallint,NO,0
spawn_override,5,revision,smallint,NO,0
spell,1,id,integer,NO,
spell,2,category,integer,NO,0
spell,3,type_cat,smallint,NO,0
spell,4,dispel_type,smallint,NO,0
spell,5,mechanic,smallint,NO,0
spell,6,attributes,ARRAY,NO,'{}'::integer[]
spell,7,cu_flags,integer,NO,0
spell,8,stance_mask,integer,NO,0
spell,9,stance_mask_not,integer,NO,0
spell,10,targets,integer,NO,0
spell,11,spell_focus_object,integer,YES,
spell,12,cast_time_ms,integer,NO,0
spell,13,recovery_time_ms,integer,NO,0
spell,14,recovery_category,integer,NO,0
spell,15,gcd_ms,integer,NO,0
spell,16,gcd_category,integer,NO,0
spell,17,proc_chance,smallint,NO,0
spell,18,proc_charges,integer,NO,0
spell,19,proc_custom,real,NO,0
spell,20,proc_cooldown_ms,integer,NO,0
spell,21,duration_ms,integer,NO,0
spell,22,base_level,smallint,NO,0
spell,23,spell_level,smallint,NO,0
spell,24,max_level,smallint,NO,0
spell,25,talent_level,smallint,NO,0
spell,26,power_type,smallint,NO,0
spell,27,power_cost,integer,NO,0
spell,28,power_cost_per_level,integer,NO,0
spell,29,power_cost_percent,integer,NO,0
spell,30,power_per_second,integer,NO,0
spell,31,power_per_second_level,integer,NO,0
spell,32,range_id,integer,NO,0
spell,33,stack_amount,integer,NO,0
spell,34,equipped_item_class,smallint,NO,0
spell,35,equipped_item_subclass_mask,integer,NO,0
spell,36,equipped_item_inventory_mask,integer,NO,0
spell,37,school_mask,smallint,NO,0
spell,38,damage_class,smallint,NO,0
spell,39,spell_family_id,smallint,NO,0
spell,40,spell_family_flags,ARRAY,NO,'{}'::bigint[]
spell,41,icon_id,integer,YES,
spell,42,spell_visual_id,integer,YES,
spell,43,rank_no,smallint,NO,0
spell,44,skill_line_id,integer,YES,
spell,45,req_race_mask,integer,NO,0
spell,46,req_class_mask,integer,NO,0
spell,47,req_spell_id,integer,YES,
spell,48,req_skill_level,smallint,NO,0
spell,49,learned_at,smallint,NO,0
spell,50,skill_level_grey,smallint,NO,0
spell,51,skill_level_yellow,smallint,NO,0
spell,52,training_cost,integer,NO,0
spell,53,reagents,jsonb,NO,'[]'::jsonb
spell,54,effects,jsonb,NO,'[]'::jsonb
spell,55,name,text,YES,
spell,56,name_loc,jsonb,NO,'{}'::jsonb
spell,57,rank_text,text,YES,
spell,58,rank_loc,jsonb,NO,'{}'::jsonb
spell,59,description,text,YES,
spell,60,description_loc,jsonb,NO,'{}'::jsonb
spell,61,buff_text,text,YES,
spell,62,buff_loc,jsonb,NO,'{}'::jsonb
spell,63,name_norm,text,YES,
spell,64,max_targets,smallint,NO,0
spell,65,moa_description,text,YES,
spell_bonus_data,1,spell_id,integer,NO,
spell_bonus_data,2,direct_bonus,real,YES,
spell_bonus_data,3,dot_bonus,real,YES,
spell_bonus_data,4,ap_bonus,real,YES,
spell_bonus_data,5,ap_dot_bonus,real,YES,
spell_bonus_data,6,comments,text,YES,
spell_cast_times,1,id,integer,NO,
spell_cast_times,2,base_time_ms,integer,NO,0
spell_cast_times,3,per_level,integer,NO,0
spell_cast_times,4,min_time_ms,integer,NO,0
spell_difficulty,1,id,integer,NO,
spell_difficulty,2,normal_10,integer,YES,
spell_difficulty,3,normal_25,integer,YES,
spell_difficulty,4,heroic_10,integer,YES,
spell_difficulty,5,heroic_25,integer,YES,
spell_difficulty,6,map_type,smallint,NO,0
spell_duration,1,id,integer,NO,
spell_duration,2,duration,integer,NO,0
spell_duration,3,duration_per_level,integer,NO,0
spell_duration,4,max_duration,integer,NO,0
spell_icon,1,id,integer,NO,
spell_icon,2,name,text,NO,''::text
spell_radius,1,id,integer,NO,
spell_radius,2,radius,real,NO,0
spell_radius,3,radius_per_level,real,NO,0
spell_radius,4,radius_max,real,NO,0
spell_range,1,id,integer,NO,
spell_range,2,range_min,real,NO,0
spell_range,3,range_max,real,NO,0
spell_range,4,range_min_2,real,NO,0
spell_range,5,range_max_2,real,NO,0
spell_range,6,flags,integer,NO,0
spell_range,7,name,text,YES,
spell_search,1,spell_id,integer,NO,
spell_search,2,locale,smallint,NO,
spell_search,3,n_name,text,YES,
spell_search,4,n_description,text,YES,
spell_search,5,n_buff,text,YES,
talent,1,id,integer,NO,
talent,2,rank,smallint,NO,0
talent,3,class_id,smallint,NO,
talent,4,pet_type_mask,smallint,NO,0
talent,5,tab,smallint,NO,
talent,6,row,smallint,NO,
talent,7,col,smallint,NO,
talent,8,spell_id,integer,NO,
talent_tab,1,id,smallint,NO,
talent_tab,2,class_id,smallint,YES,
talent_tab,3,name,text,NO,
talent_tab,4,name_loc,jsonb,NO,'{}'::jsonb
talent_tab,5,spell_icon_id,integer,YES,
talent_tab,6,pet_talent_mask,integer,NO,0
talent_tab,7,order_index,smallint,NO,0
talent_tab,8,raw_class_mask,integer,NO,0
taxinode,1,id,integer,NO,
taxinode,2,map_id,integer,YES,
taxinode,3,map_x,real,NO,
taxinode,4,map_y,real,NO,
taxinode,5,area_id,integer,YES,
taxinode,6,area_x,real,NO,
taxinode,7,area_y,real,NO,
taxinode,8,npc_or_go_kind,text,NO,
taxinode,9,type_id,integer,NO,
taxinode,10,react_a,smallint,NO,0
taxinode,11,react_h,smallint,NO,0
taxinode,12,name,text,YES,
taxinode,13,name_loc,jsonb,NO,'{}'::jsonb
taxipath,1,id,integer,NO,
taxipath,2,start_node_id,integer,NO,
taxipath,3,end_node_id,integer,NO,
title,1,id,integer,NO,
title,2,category,smallint,NO,0
title,3,gender,smallint,NO,0
title,4,side,USER-DEFINED,NO,'neutral'::faction_side
title,5,expansion,smallint,NO,0
title,6,bit_idx,smallint,NO,0
title,7,event_id,integer,YES,
title,8,male_name,text,YES,
title,9,male_name_loc,jsonb,NO,'{}'::jsonb
title,10,female_name,text,YES,
title,11,female_name_loc,jsonb,NO,'{}'::jsonb
world_discovery,1,id,bigint,NO,nextval('world_discovery_id_seq'::regclass)
world_discovery,2,realm_id,smallint,YES,
world_discovery,3,guid,text,NO,
world_discovery,4,discovery_type,smallint,YES,
world_discovery,5,map_id,integer,YES,
world_discovery,6,area_id,integer,YES,
world_discovery,7,coord_x,real,YES,
world_discovery,8,coord_y,real,YES,
world_discovery,9,item_id,integer,YES,
world_discovery,10,item_quality,USER-DEFINED,YES,
world_discovery,11,item_type,smallint,YES,
world_discovery,12,item_subtype,smallint,YES,
world_discovery,13,creature_id,integer,YES,
world_discovery,14,source,text,YES,
world_discovery,15,status,text,YES,
world_discovery,16,found_by_player,text,YES,
world_discovery,17,originator,text,YES,
world_discovery,18,announce_count,integer,NO,0
world_discovery,19,merge_count,integer,NO,1
world_discovery,20,first_seen_at,timestamp with time zone,NO,now()
world_discovery,21,last_seen_at,timestamp with time zone,NO,now()
world_discovery,22,raw_payload,jsonb,YES,
world_map_area,1,id,integer,NO,
world_map_area,2,map_id,integer,NO,
world_map_area,3,area_id,integer,YES,
world_map_area,4,area_name,text,YES,
world_map_area,5,loc_left,real,YES,
world_map_area,6,loc_right,real,YES,
world_map_area,7,loc_top,real,YES,
world_map_area,8,loc_bottom,real,YES,
